comment,author,date,like_count
"My take away from this movie is that desperation from people will give them the motivation to kill you and sleep in your house. Anti Capitalist when you&#39;re poor but Capitalist when you&#39;re rich. I think this movie&#39;s message was that everyone is a hypocrite through and through, that no matter where you are, a narrative  where you are the asshole exists. The parks were elitist snobs that didn&#39;t give a shit about the people around them except for what service they could provide for the parks. But the Kim&#39;s were also lying, manipulative rats that also didn&#39;t give a shit about the people around them except for the money they could get from them. <br><br>And one last thing about the kims,  they didn&#39;t even consider for a second to help the other family that had it worse than them. Another metaphor to how people are only morally righteous  when it benefits them.",K B,2023-03-04T14:02:38Z,1
"This movie reflect the harsh reality and mostly in develop country like Indonesia, Malaysia, Philippine, India, etc where the gap between the poor and rich are so massive.<br>Most of the poor people literally live like this and some are even worse than the house in the movie. This is a sad reality and it’s really almost Impossible to escape from this cycle.<br>There is one article that during the pandemic in Jakarta that there are more than 3 families living in a small house and they have to rotate the hours to sleep. So one need to work at day and another need to work at night. <br>How is it possible that one person only earn $300 per month while other can earn more than $10k a week? It’s almost impossible to catch and this is why most of this people really believe that the only way is for God to help them. <br>As For people that live in a country like Australia, Korea, Japan, US, and Europe, we got a better chance to escape from the poor cycle to become the middle class and maybe some can go to upper class because of the education, etc however some of the middle class took it for granted like spending money for lifestyle and still complaining about how is the rich got away so easily. The tax system also make the middle class harder to go up to the next level",Hype Beastreet,2023-03-04T12:09:32Z,1
"Something I find spooky about the ideas this film presents is how there isn’t really an actionable solution at the moment. I realize this is obvious, but to elaborate, I’m of the opinion that one must only control what they can actually control or they’ll become depressed. That being said, what can an individual do? What can an individual control? I’d like to hit a six figure income and find good organizations to donate to while living a good life and following my own ambitions, but who do you give to? What if one organization is a front for another corporate and/or political giant? What if you give your money to someone that pisses it away? Is there a way to get it to individuals who deserve it? Does everyone deserve it? How is that quantified? Who deserves to pick who deserves it?<br><br>Furthermore, what can we change in our society without activating a different yet equally flawed and disfigured ideology? Regardless of which you pick, how can you keep them safe from the greedy and corrupt that have historically ruined all of them? Is it a fundamental problem of ideology? Are we doomed to be taken advantage of by corrupt people no matter the social structure? <br><br>I suppose this has devolved into worry wort rambling, but I do find myself pondering these questions and in a struggle to come up with a good answer.",sqwid12,2023-03-03T22:26:42Z,0
"Everyone, rich or poor, can be parasytic. Regardless of any economic, or political situation, there are always evil people.",Justin Tremblay,2023-03-03T20:10:43Z,1
As someone who was born into the poverty class and clawed his way to the upper middle… I absolutely look at most “poor” people as either lazy or frivolous with money<br><br>You wanna make money?<br>- Work + take every opportunity that comes your way<br>You wanna keep that money? <br>- Cut every unnecessary expense from your life<br><br>There’s a reason immigrants do so well in the west… and it’s not accomplished by listening to this bs defeatist mentality,JustSomeGamer,2023-03-03T06:13:54Z,2
"parasite is a very well written movie It talks about power, greed and hope,it says that how humans are capitalist by nature, That a person only thinks about himself that when a poor family has power, they will not help other poor but will only think about themselves, There is a power hierarchy in the society and the one who has more power, he considers the one with less power as a filth. This film talk about privilege also that a higher class person gets everything but a lower class person has to work 10 times more to get that, and it&#39;s talk about crime, humanity and so many things that&#39;s why it get oscar <br>And this film also talk about greed and laziness of poor family <br>It&#39;s just perfect and well balanced",G Chudasama Darshit,2023-03-03T07:36:23Z,1
Great points aside from the weird shot at democracy,Cy Buck,2023-03-02T19:02:59Z,0
My god there&#39;s so much pseudo knowledge thrown around by the youtuber that I&#39;m shocked.  Sure we&#39;re talking about a fictious movie but you&#39;re really throwing about lies here.,162012philip,2023-03-02T18:08:27Z,2
"parasite is a very well written movie It talks about power, greed and hope,it says that how humans are capitalist by nature, That a person only thinks about himself that when a poor family has power, they will not help other poor but will only think about themselves, There is a power hierarchy in the society and the one who has more power, he considers the one with less power as a filth. This film talk about privilege also that a higher class person gets everything but a lower class person has to work 10 times more to get that, and it&#39;s talk about crime, humanity and so many things that&#39;s why it get oscar <br>And this film also talk about greed and laziness of poor family <br>It&#39;s just perfect and well balanced",G Chudasama Darshit,2023-03-03T07:38:11Z,1
Are you some sort of hater?,Ja Vi,2023-03-03T03:56:33Z,1
I can see how this is a communist/ liberals dream film. It seems to fulfill and confirm all their beliefs. Crazy that they might actually take fiction to solidify their argument.,Juan Mendoza,2023-03-02T14:20:18Z,2
"Reaganomics or Siphon Economics, which I like to call it, is NOT real Capitalism! To use an analogy, if Siphon Economics was a car. Then people arguing for it would say things like: If we just take more fuel out of the car. The car will go further and faster. Which any simpleton would understand was a false statement, but switch it to something they dont understand, aka macro economics, and they will be fooled.<br><br>This movie isnt anti capitalism. It is anti siphon economics. It is anti badly regulated capitalism.<br> Capitalism is not about &quot;greed&quot; or &quot;poverty&quot;, but it is about efficiency via fiat currency (money). How do you create a product with the least amount of input (raw materials, labor, power, transport etc). The measurement in this context for success is the bottom line because everything mentioned uses fiat currency to to pay for. The more money you make, the more efficient you are. However the negatives is that the more suksessfull you are, the more your out compete others. This creates less competition and in turn can also lead to lower quality products again, but it also creates wealth and leverage concentrations which in turn can damage the middle class and shrink it.<br><br>What keeps capitalism alive? Money? LoL, no. It is DEMAND. Who creates the most demand in a society? The middle class. You remove the middle class or shrink it. You will, adjusted for inflation, reduce the size of your nations economy over time unless it is just a low bar raw material export nation. In short, pushing policies that damages the middle class is bad for capitalism. Not taxes the most successful allot is bad for capitalism. Not splitting up &quot;to big to fail&quot; type companies (anti trust laws) is bad for capitalism. Too little or unenforced regulation is bad for capitalism.<br><br>Reaganomics, aka Siphon economics, are against any type of policies that would change capitalism to a better version that is also sustainable in the future. Reaganomics focus more on individual companies bottom line, they should get everything they want, at the cost of the nation, its citizens and global demand level. Which long term will LOWER economic activity, because in reality it is just siphoning wealth from the treasury (lower taxes, no corporate responsibility, offsetting costs of labor, environment and so on onto the government) and citizens (anti union or any other form of leverage, against worker rights and so on) in the name of short term profits. Because their actions lower the amount of people that can buy stuff  and retain demand over time.",Lobos222,2023-03-05T17:01:02Z,1
"parasite is a very well written movie It talks about power, greed and hope,it says that how humans are capitalist by nature, That a person only thinks about himself that when a poor family has power, they will not help other poor but will only think about themselves, There is a power hierarchy in the society and the one who has more power, he considers the one with less power as a filth. This film talk about privilege also that a higher class person gets everything but a lower class person has to work 10 times more to get that, and it&#39;s talk about crime, humanity and so many things that&#39;s why it get oscar <br>And this film also talk about greed and laziness of poor family <br>It&#39;s just perfect and well balanced<br>Calling it communist/ Marxist is stupid",G Chudasama Darshit,2023-03-03T07:38:32Z,2
